,Bitcoin,Bitcoin_median,Open,date,place
2017-09-21 15:00:00,0.6716549379190613,0.7301384806632996,3740.5385,2017-09-21 ,37
2017-09-21 16:00:00,0.6550398647904079,0.7269300818443298,3686.5451666666654,2017-09-21 ,38
2017-09-21 17:00:00,0.6550179536569627,0.717841625213623,3697.404,2017-09-21 ,39
2017-09-21 18:00:00,0.6482082624351894,0.6781032979488373,3692.4730508474577,2017-09-21 ,40
2017-09-21 19:00:00,0.6914347170619294,0.7869741320610046,3640.4006666666655,2017-09-21 ,41
2017-09-21 20:00:00,0.6881086541630751,0.7698115110397339,3623.939333333333,2017-09-21 ,42
2017-09-21 21:00:00,0.7247230009212915,0.8500827550888062,3663.177,2017-09-21 ,43
2017-09-21 22:00:00,0.7129570547952105,0.8299910724163055,3662.357627118645,2017-09-21 ,44
2017-09-21 23:00:00,0.6629702387414473,0.7007501125335693,3618.066666666666,2017-09-21 ,45
2017-09-26 01:00:00,0.7097695237883282,0.8115271925926208,3926.649,2017-09-26 ,46
2017-09-26 02:00:00,0.7222837285021849,0.8393474817276001,3932.270701754385,2017-09-26 ,47
2017-09-26 03:00:00,0.7079785646652418,0.7992103695869446,3910.067931034482,2017-09-26 ,48
2017-09-26 04:00:00,0.7053526795116032,0.7902252376079559,3908.4759259259263,2017-09-26 ,49
2017-09-26 05:00:00,0.7178335891637418,0.818299263715744,3871.744482758621,2017-09-26 ,50
2017-09-26 06:00:00,0.7337132360788727,0.85042804479599,3871.6398333333336,2017-09-26 ,51
2017-09-26 07:00:00,0.6946242018199036,0.7802083194255829,3897.0317543859655,2017-09-26 ,52
2017-09-26 08:00:00,0.7244534331030168,0.8288361728191376,3912.096949152544,2017-09-26 ,53
2017-09-26 09:00:00,0.7132050462097951,0.800691694021225,3910.067627118644,2017-09-26 ,54
2017-09-26 10:00:00,0.7138203586666629,0.8093155026435852,3938.237118644068,2017-09-26 ,55
2017-09-26 11:00:00,0.6697519220141744,0.789577305316925,3941.52625,2017-09-26 ,56
2017-09-26 12:00:00,0.6849188038174139,0.7907442450523376,3952.305666666666,2017-09-26 ,57
2017-09-26 13:00:00,0.6979747137289174,0.7646046876907349,3943.2799999999993,2017-09-26 ,58
2017-09-26 14:00:00,0.7505350749682494,0.8709900975227356,3941.6375,2017-09-26 ,59
2017-09-26 15:00:00,0.7027951804260572,0.7835670113563538,3926.041525423729,2017-09-26 ,60
2017-09-26 16:00:00,0.6939706785089528,0.8077432513237,3908.9498305084735,2017-09-26 ,61
2017-09-26 17:00:00,0.7059937674894824,0.8178287148475647,3911.4134482758623,2017-09-26 ,62
2017-09-26 18:00:00,0.7291500793399075,0.8326705694198608,3905.413333333333,2017-09-26 ,63
2017-09-26 19:00:00,0.6919007078604895,0.7738222479820251,3910.9835,2017-09-26 ,64
2017-09-26 20:00:00,0.7258817821259311,0.8405060172080994,3904.2446666666665,2017-09-26 ,65
2017-09-26 21:00:00,0.7046553835492968,0.8345952033996582,3915.8909090909096,2017-09-26 ,66
2017-09-26 22:00:00,0.7203170575722251,0.8243311643600464,3903.221166666667,2017-09-26 ,67
2017-09-26 23:00:00,0.7206318746950175,0.8316314518451691,3889.065263157895,2017-09-26 ,68
2017-10-07 21:00:00,0.7319228644396558,0.8445628881454468,4339.3005454545455,2017-10-07 ,69
2017-10-07 22:00:00,0.7239546297795189,0.8540693521499634,4376.66294117647,2017-10-07 ,70
2017-10-07 23:00:00,0.7258196475175143,0.8686670064926147,4443.3651666666665,2017-10-07 ,71
2017-10-10 01:00:00,0.6671602089415204,0.7392343282699585,4816.579833333333,2017-10-10 ,72
2017-10-10 02:00:00,0.6691794381548192,0.721613347530365,4797.494745762711,2017-10-10 ,73
2017-10-10 03:00:00,0.6892755650289989,0.7663037180900574,4787.851111111111,2017-10-10 ,74
2017-10-10 04:00:00,0.710507739697589,0.7957037091255188,4807.886964285714,2017-10-10 ,75
2017-10-10 05:00:00,0.7041029384274674,0.7856212854385376,4805.029811320755,2017-10-10 ,76
2017-10-10 06:00:00,0.6996262850682482,0.7915832102298737,4829.3175862068965,2017-10-10 ,77
2017-10-10 07:00:00,0.7024940075153966,0.8058506548404694,4815.452807017544,2017-10-10 ,78
2017-10-10 08:00:00,0.7205231484675978,0.851334273815155,4782.525423728813,2017-10-10 ,79
2017-10-10 09:00:00,0.662303958114247,0.7442581653594971,4780.17754385965,2017-10-10 ,80
2017-10-10 10:00:00,0.6776394755037746,0.7999285161495209,4781.389,2017-10-10 ,81
2017-10-10 11:00:00,0.7254934570603,0.8487772941589355,4801.040172413794,2017-10-10 ,82
2017-10-10 12:00:00,0.7155954570000829,0.8550674915313721,4813.89827586207,2017-10-10 ,83
2017-10-10 13:00:00,0.657669547666404,0.7260628938674927,4815.316166666667,2017-10-10 ,84
2017-10-10 14:00:00,0.6884895620488546,0.7759913802146912,4816.0335,2017-10-10 ,85
2017-10-10 15:00:00,0.6389528533486584,0.6968275308609009,4795.4065,2017-10-10 ,86
2017-10-10 16:00:00,0.6752351190598438,0.7844533324241638,4801.865762711864,2017-10-10 ,87
2017-10-10 17:00:00,0.6837615154067175,0.7687584757804871,4869.058000000001,2017-10-10 ,88
2017-10-10 18:00:00,0.6948387046178051,0.8136840462684631,4886.800833333333,2017-10-10 ,89
2017-10-10 19:00:00,0.668981422054377,0.7378133535385132,4860.815423728815,2017-10-10 ,90
2017-10-10 20:00:00,0.6811812230993787,0.7925585508346558,4868.6845762711855,2017-10-10 ,91
2017-10-10 21:00:00,0.6440412298166213,0.7084721922874451,4838.202372881355,2017-10-10 ,92
2017-10-10 22:00:00,0.6802855791667333,0.7780341506004333,4767.322881355932,2017-10-10 ,93
2017-10-10 23:00:00,0.6816648251686961,0.750032365322113,4744.550499999999,2017-10-10 ,94
2017-10-12 01:00:00,0.7163156994004596,0.8341553807258606,4832.773166666667,2017-10-12 ,95
2017-10-12 02:00:00,0.7073809578637998,0.8042648136615753,4844.432586206897,2017-10-12 ,96
2017-10-12 03:00:00,0.6861829331160679,0.7896217405796051,4842.450517241378,2017-10-12 ,97
2017-10-12 04:00:00,0.7382375420768562,0.8785791099071503,4841.762711864406,2017-10-12 ,98
2017-10-12 05:00:00,0.7034829234836508,0.8318811058998108,4861.278166666667,2017-10-12 ,99
2017-10-12 06:00:00,0.7040245865439084,0.8193469047546387,4893.05559322034,2017-10-12 ,100
2017-10-12 07:00:00,0.7145185429683846,0.8203103542327881,4919.088833333333,2017-10-12 ,101
2017-10-12 08:00:00,0.7146889220212946,0.8413214087486267,5095.507333333333,2017-10-12 ,102
2017-10-12 09:00:00,0.6829407494406435,0.7830906808376312,5138.414666666667,2017-10-12 ,103
2017-10-12 10:00:00,0.6713369943784898,0.7616675198078156,5145.027666666667,2017-10-12 ,104
2017-10-12 11:00:00,0.6929074387837072,0.8089439272880554,5201.749666666667,2017-10-12 ,105
2017-10-12 12:00:00,0.6666440207822895,0.7166111171245575,5203.1720000000005,2017-10-12 ,106
2017-10-12 13:00:00,0.6739310358003887,0.7548139095306396,5197.422833333333,2017-10-12 ,107
2017-10-12 14:00:00,0.6447721784366522,0.6999165415763855,5199.343166666668,2017-10-12 ,108
2017-10-12 15:00:00,0.6160515278777472,0.6466518044471741,5250.557499999999,2017-10-12 ,109
2017-10-12 16:00:00,0.6501567300834324,0.7112979888916016,5320.832833333333,2017-10-12 ,110
2017-10-12 17:00:00,0.6533866929157361,0.7220022976398468,5285.969999999999,2017-10-12 ,111
2017-10-12 18:00:00,0.6590244029263068,0.7384703159332275,5263.825166666666,2017-10-12 ,112
2017-10-12 19:00:00,0.6492994936150253,0.7331621050834656,5290.567627118645,2017-10-12 ,113
2017-10-12 20:00:00,0.6698486012729941,0.7634324431419373,5315.465833333333,2017-10-12 ,114
2017-10-12 21:00:00,0.6596369111337416,0.7615028619766235,5301.176333333332,2017-10-12 ,115
2017-10-12 22:00:00,0.6903711517791186,0.7993435561656952,5307.250166666666,2017-10-12 ,116
2017-10-12 23:00:00,0.7084536690895854,0.838462769985199,5379.085,2017-10-12 ,117
2017-10-13 01:00:00,0.6479529734626206,0.7144002318382263,5438.608333333334,2017-10-13 ,118
2017-10-13 02:00:00,0.6804086146044808,0.8013597130775452,5653.493,2017-10-13 ,119
2017-10-13 03:00:00,0.6425790990802592,0.7136089205741882,5675.940166666666,2017-10-13 ,120
2017-10-13 04:00:00,0.7097770789300856,0.8261167407035828,5753.039333333333,2017-10-13 ,121
2017-10-13 05:00:00,0.6689012957011048,0.7435386180877686,5620.261,2017-10-13 ,122
2017-10-13 06:00:00,0.6452228323525644,0.7319676578044891,5487.297333333334,2017-10-13 ,123
2017-10-13 07:00:00,0.6771110331293533,0.7592073678970337,5547.0065,2017-10-13 ,124
2017-10-13 08:00:00,0.6765750149644562,0.7815346717834473,5653.269666666668,2017-10-13 ,125
2017-10-13 09:00:00,0.6848037041917281,0.7704409956932068,5660.058166666667,2017-10-13 ,126
2017-10-13 10:00:00,0.6994129417764311,0.816295862197876,5648.909166666665,2017-10-13 ,127
2017-10-13 11:00:00,0.700074714419832,0.7925397455692291,5613.345666666665,2017-10-13 ,128
2017-10-13 12:00:00,0.6676997719980334,0.7161977887153625,5596.935166666667,2017-10-13 ,129
2017-10-13 13:00:00,0.6851071513619713,0.7596966028213501,5610.924000000001,2017-10-13 ,130
2017-10-13 14:00:00,0.6689018568330107,0.7287131547927856,5747.404,2017-10-13 ,131
2017-10-13 15:00:00,0.6803416973846151,0.7506503164768219,5732.967666666667,2017-10-13 ,132
2017-10-13 16:00:00,0.6980500120460377,0.8085173964500427,5694.445166666667,2017-10-13 ,133
2017-10-13 17:00:00,0.6933296524210038,0.7944735288619995,5696.7155,2017-10-13 ,134
2017-10-13 18:00:00,0.661151297794763,0.754650354385376,5670.047833333333,2017-10-13 ,135
2017-10-13 19:00:00,0.6418122873055162,0.7145029306411743,5558.864500000001,2017-10-13 ,136
2017-10-13 20:00:00,0.6596888947352402,0.7492009997367859,5561.821666666667,2017-10-13 ,137
2017-10-13 21:00:00,0.6646173306625375,0.7309289872646332,5581.386,2017-10-13 ,138
2017-10-13 22:00:00,0.6805245365436285,0.7567332983016968,5562.474500000001,2017-10-13 ,139
2017-10-13 23:00:00,0.6906040136051631,0.793615460395813,5633.093220338982,2017-10-13 ,140
2017-10-16 01:00:00,0.7168359865391424,0.8222405016422272,5676.724807692309,2017-10-16 ,141
2017-10-16 02:00:00,0.6801599745298088,0.7415584921836853,5686.822181818181,2017-10-16 ,142
2017-10-16 03:00:00,0.6772362849424117,0.7102169394493103,5656.426666666666,2017-10-16 ,143
2017-10-16 04:00:00,0.6822092262559977,0.7577771544456482,5621.29438596491,2017-10-16 ,144
2017-10-16 05:00:00,0.65164109290526,0.7532113790512085,5626.122807017545,2017-10-16 ,145
2017-10-16 06:00:00,0.6854044051248241,0.7988353967666626,5632.802881355932,2017-10-16 ,146
2017-10-16 07:00:00,0.7161129594143284,0.845826268196106,5610.755084745761,2017-10-16 ,147
2017-10-16 08:00:00,0.7365484215576307,0.8614889979362488,5600.347457627118,2017-10-16 ,148
2017-10-16 09:00:00,0.7016521992360348,0.7905323803424835,5600.177166666667,2017-10-16 ,149
2017-10-16 10:00:00,0.7227294470816353,0.8480178415775299,5676.228166666667,2017-10-16 ,150
2017-10-16 11:00:00,0.674312864579555,0.7189422249794006,5711.0955,2017-10-16 ,151
2017-10-16 12:00:00,0.7232011946924142,0.8065670728683472,5721.992881355934,2017-10-16 ,152
2017-10-16 13:00:00,0.7156775973817555,0.8305646181106567,5688.136166666667,2017-10-16 ,153
2017-10-16 14:00:00,0.6766865859697174,0.780221700668335,5687.060833333332,2017-10-16 ,154
2017-10-16 15:00:00,0.7196128595546593,0.8198323249816895,5679.295666666666,2017-10-16 ,155
2017-10-16 16:00:00,0.7232321998253425,0.8221890926361084,5669.290508474574,2017-10-16 ,156
2017-10-16 17:00:00,0.7420423406259077,0.86729297041893,5668.991,2017-10-16 ,157
2017-10-16 18:00:00,0.7536056603110685,0.8896982669830322,5691.5825,2017-10-16 ,158
2017-10-16 19:00:00,0.7264744805109615,0.8330971598625183,5701.232999999999,2017-10-16 ,159
2017-10-16 20:00:00,0.7342531692751231,0.8551188111305237,5709.168166666667,2017-10-16 ,160
2017-10-16 21:00:00,0.7090233336400185,0.8119409680366516,5696.920333333334,2017-10-16 ,161
2017-10-16 22:00:00,0.736078565030031,0.87669637799263,5708.544915254237,2017-10-16 ,162
2017-10-16 23:00:00,0.6963766972366146,0.7854116559028625,5760.29559322034,2017-10-16 ,163
2017-10-21 01:00:00,0.6711244014149331,0.7616446614265442,6020.570166666668,2017-10-21 ,164
2017-10-21 02:00:00,0.6436694995345185,0.7129877209663391,6071.602833333333,2017-10-21 ,165
2017-10-21 03:00:00,0.6662919478752194,0.75529545545578,6085.6359649122805,2017-10-21 ,166
2017-10-21 04:00:00,0.6699485741908131,0.754460334777832,6096.996666666668,2017-10-21 ,167
2017-10-21 05:00:00,0.6750232202698953,0.7651604413986206,6059.425423728813,2017-10-21 ,168
2017-10-21 06:00:00,0.6879403162243433,0.7800768613815308,6074.8161666666665,2017-10-21 ,169
2017-10-21 07:00:00,0.657275065902858,0.7389962077140808,6093.565964912281,2017-10-21 ,170
2017-10-21 08:00:00,0.6945153258664429,0.8078234195709229,6073.152166666667,2017-10-21 ,171
2017-10-21 09:00:00,0.7246703992778741,0.8572527170181274,6075.103666666666,2017-10-21 ,172
2017-10-21 10:00:00,0.6739903485163433,0.7479835152626038,6094.0425,2017-10-21 ,173
2017-10-21 11:00:00,0.6709305759608196,0.7594457864761353,6102.605500000001,2017-10-21 ,174
2017-10-21 12:00:00,0.6940291675215166,0.7724059224128723,6111.947,2017-10-21 ,175
2017-10-21 13:00:00,0.6325719855220776,0.6769124865531921,6104.586166666664,2017-10-21 ,176
2017-10-21 14:00:00,0.6740575143697617,0.7681001126766205,6139.857000000002,2017-10-21 ,177
2017-10-21 15:00:00,0.6979743880751843,0.8003616333007812,6146.3330000000005,2017-10-21 ,178
2017-10-21 16:00:00,0.7227834947612463,0.8409340381622314,6146.445166666667,2017-10-21 ,179
2017-10-21 17:00:00,0.6811429709499918,0.7617777585983276,5995.315333333333,2017-10-21 ,180
2017-10-21 18:00:00,0.7123658282719677,0.8172791600227356,6008.0275,2017-10-21 ,181
2017-10-21 19:00:00,0.708816558348761,0.8006954193115234,6032.384666666667,2017-10-21 ,182
2017-10-21 20:00:00,0.72785074502122,0.8409643769264221,6083.566833333333,2017-10-21 ,183
2017-10-21 21:00:00,0.7009311987091017,0.7722600698471069,6090.522000000001,2017-10-21 ,184
2017-10-21 22:00:00,0.6934227994840659,0.794178694486618,6066.696333333335,2017-10-21 ,185
2017-10-21 23:00:00,0.6311809385369743,0.6769202351570129,6032.583333333333,2017-10-21 ,186
2017-11-13 01:00:00,0.6524026881983446,0.7330272197723389,5922.877166666666,2017-11-13 ,187
2017-11-13 02:00:00,0.6767311770571309,0.765627920627594,5930.971833333334,2017-11-13 ,188
2017-11-13 03:00:00,0.6936986992635125,0.7925988435745239,5978.200508474575,2017-11-13 ,189
2017-11-13 04:00:00,0.6791362625225528,0.7594945430755615,6016.087118644068,2017-11-13 ,190
2017-11-13 05:00:00,0.7017765789946528,0.83333820104599,6192.961166666666,2017-11-13 ,191
2017-11-13 06:00:00,0.6815492994836143,0.8037242889404297,6268.767333333333,2017-11-13 ,192
2017-11-13 07:00:00,0.6521994695059546,0.7242265343666077,6242.7015,2017-11-13 ,193
2017-11-13 08:00:00,0.6302798393664214,0.6452776193618774,6272.532833333333,2017-11-13 ,194
2017-11-13 09:00:00,0.6428954558390368,0.7126600444316864,6339.0526666666665,2017-11-13 ,195
2017-11-13 10:00:00,0.6663199933742994,0.7519564628601074,6404.48,2017-11-13 ,196
2017-11-13 11:00:00,0.6372720765476343,0.7027297019958496,6520.406166666667,2017-11-13 ,197
2017-11-13 12:00:00,0.6669577112589427,0.739143043756485,6571.811000000001,2017-11-13 ,198
2017-11-13 13:00:00,0.641828273343281,0.6913718581199646,6693.496166666667,2017-11-13 ,199
2017-11-13 14:00:00,0.5921203904442638,0.637317419052124,6564.639666666667,2017-11-13 ,200
2017-11-13 15:00:00,0.6393531504075003,0.6981186866760254,6598.054999999999,2017-11-13 ,201
2017-11-13 16:00:00,0.6433891835544177,0.7113289833068848,6570.5275,2017-11-13 ,202
2017-11-13 17:00:00,0.6407848405907317,0.7074295878410339,6482.3605,2017-11-13 ,203
2017-11-13 18:00:00,0.6700646309165282,0.7600528299808502,6396.5055,2017-11-13 ,204
2017-11-13 19:00:00,0.6599604413677265,0.7312625646591187,6454.419166666668,2017-11-13 ,205
2017-11-13 20:00:00,0.6602531021451715,0.7450812757015228,6440.754666666667,2017-11-13 ,206
2017-11-13 21:00:00,0.6563571704920758,0.7318128347396851,6522.986666666667,2017-11-13 ,207
2017-11-13 22:00:00,0.6953437735942952,0.792934000492096,6487.045000000001,2017-11-13 ,208
2017-11-13 23:00:00,0.6590838288480029,0.7470725774765015,6496.771694915254,2017-11-13 ,209
2017-11-16 01:00:00,0.686858048777615,0.762958824634552,7168.677166666666,2017-11-16 ,210
2017-11-16 02:00:00,0.6914275940482615,0.7760628759860992,7164.766896551724,2017-11-16 ,211
2017-11-16 03:00:00,0.6469280067142938,0.7040241360664368,7197.510166666666,2017-11-16 ,212
2017-11-16 04:00:00,0.6885526286491892,0.7743634879589081,7225.198490566038,2017-11-16 ,213
2017-11-16 05:00:00,0.701258644886914,0.7569829523563385,7204.759642857143,2017-11-16 ,214
2017-11-16 06:00:00,0.7006692826873768,0.754968523979187,7246.589661016948,2017-11-16 ,215
2017-11-16 07:00:00,0.6894399499786752,0.754283607006073,7310.6322413793105,2017-11-16 ,216
2017-11-16 08:00:00,0.6890669224605527,0.7638925909996033,7397.749166666667,2017-11-16 ,217
2017-11-16 09:00:00,0.701313534826882,0.7897917926311493,7449.382166666666,2017-11-16 ,218
2017-11-16 10:00:00,0.7258808412883945,0.8403480648994446,7483.878333333333,2017-11-16 ,219
2017-11-16 11:00:00,0.7643019854777785,0.8966776728630066,7448.774166666667,2017-11-16 ,220
2017-11-16 12:00:00,0.731015281200326,0.8343584835529327,7455.797500000001,2017-11-16 ,221
2017-11-16 13:00:00,0.7261024878006364,0.8328790664672852,7421.944166666667,2017-11-16 ,222
2017-11-16 14:00:00,0.683846545529057,0.7751981019973755,7431.491,2017-11-16 ,223
2017-11-16 15:00:00,0.6642234736020309,0.7441211938858032,7478.469,2017-11-16 ,224
2017-11-16 16:00:00,0.6917134593705958,0.7910622954368591,7457.229499999999,2017-11-16 ,225
2017-11-16 17:00:00,0.7242031184070938,0.8480800688266754,7543.925499999999,2017-11-16 ,226
2017-11-16 18:00:00,0.7014454477139863,0.8082558214664459,7731.331333333333,2017-11-16 ,227
2017-11-16 19:00:00,0.707563199565602,0.8302329182624817,7756.897666666667,2017-11-16 ,228
2017-11-16 20:00:00,0.6877498924781791,0.7522885799407959,7726.482,2017-11-16 ,229
2017-11-16 21:00:00,0.6998562964906075,0.7905556559562683,7797.968666666668,2017-11-16 ,230
2017-11-16 22:00:00,0.705550688987739,0.8118209838867188,7836.996333333333,2017-11-16 ,231
2017-11-16 23:00:00,0.6844114410975388,0.7965348362922668,7842.025833333333,2017-11-16 ,232
2017-11-20 01:00:00,0.6777329544204415,0.7824499011039734,8003.888813559322,2017-11-20 ,233
2017-11-20 02:00:00,0.6924731596041436,0.7958921492099762,7975.791250000001,2017-11-20 ,234
2017-11-20 03:00:00,0.6844311055745913,0.7669562101364136,7938.223620689654,2017-11-20 ,235
2017-11-20 04:00:00,0.6887742197631631,0.7754236161708832,7939.110666666668,2017-11-20 ,236
2017-11-20 05:00:00,0.7280195086687968,0.854000985622406,7952.1074576271185,2017-11-20 ,237
2017-11-20 06:00:00,0.7081607040611665,0.8066198229789734,7950.796610169493,2017-11-20 ,238
2017-11-20 07:00:00,0.7159914910978635,0.8322342038154602,7981.692833333333,2017-11-20 ,239
2017-11-20 08:00:00,0.7264735628291682,0.838070422410965,7998.913499999999,2017-11-20 ,240
2017-11-20 09:00:00,0.7003257241411085,0.7886353135108948,7998.555833333334,2017-11-20 ,241
2017-11-20 10:00:00,0.7074305434409138,0.8005468845367432,7990.713000000001,2017-11-20 ,242
2017-11-20 11:00:00,0.7224319117036223,0.8553906083106995,8017.227666666668,2017-11-20 ,243
2017-11-20 12:00:00,0.7004354864205022,0.7983463108539581,8096.2221666666655,2017-11-20 ,244
2017-11-20 13:00:00,0.6697429093893268,0.7510161995887756,8142.755666666667,2017-11-20 ,245
2017-11-20 14:00:00,0.6675693997698552,0.7503102421760559,8183.290333333334,2017-11-20 ,246
2017-11-20 15:00:00,0.6930279288477172,0.7761077582836151,8196.8715,2017-11-20 ,247
2017-11-20 16:00:00,0.6431938399273611,0.7391560673713684,8222.529166666667,2017-11-20 ,248
2017-11-20 17:00:00,0.6662881942106131,0.7272392511367798,8242.049333333332,2017-11-20 ,249
2017-11-20 18:00:00,0.6829499143779408,0.7781962156295776,8210.406333333332,2017-11-20 ,250
2017-11-20 19:00:00,0.6514806822409167,0.727630227804184,8216.260833333334,2017-11-20 ,251
2017-11-20 20:00:00,0.6571366768805977,0.7361609935760498,8205.115666666667,2017-11-20 ,252
2017-11-20 21:00:00,0.6744501521599304,0.7584327161312103,8210.285,2017-11-20 ,253
2017-11-20 22:00:00,0.7099894133271203,0.8308883309364319,8239.2745,2017-11-20 ,254
2017-11-20 23:00:00,0.696992796073692,0.7980422377586365,8248.461,2017-11-20 ,255
2017-11-30 01:00:00,0.6169465072512541,0.7025784850120544,10190.638666666666,2017-11-30 ,256
2017-11-30 02:00:00,0.6194524107639924,0.6749251484870911,10349.541,2017-11-30 ,257
2017-11-30 03:00:00,0.6192231665680688,0.6677178144454956,10425.790499999996,2017-11-30 ,258
2017-11-30 04:00:00,0.6270891364026618,0.6825954616069794,10564.64233333333,2017-11-30 ,259
2017-11-30 05:00:00,0.6467636878105077,0.7233048677444458,10407.956166666669,2017-11-30 ,260
2017-11-30 06:00:00,0.625630669558997,0.684960663318634,10130.142833333332,2017-11-30 ,261
2017-11-30 07:00:00,0.6526154422519322,0.7238916754722595,10157.093666666666,2017-11-30 ,262
2017-11-30 08:00:00,0.6688511700977102,0.7728602886199951,10229.641333333331,2017-11-30 ,263
2017-11-30 09:00:00,0.6494770300186201,0.7144758999347687,10164.741,2017-11-30 ,264
2017-11-30 10:00:00,0.6738602810120955,0.7511319518089294,9944.226,2017-11-30 ,265
2017-11-30 11:00:00,0.6764939387097596,0.7510263621807098,9733.592,2017-11-30 ,266
2017-11-30 12:00:00,0.6713945078751526,0.7401556968688965,9793.775166666666,2017-11-30 ,267
2017-11-30 13:00:00,0.6411083673830548,0.7091720104217529,9468.341166666669,2017-11-30 ,268
2017-11-30 14:00:00,0.63088506288632,0.6861870884895325,9239.849833333335,2017-11-30 ,269
2017-11-30 15:00:00,0.6089071005385006,0.6615654230117798,9282.832833333336,2017-11-30 ,270
2017-11-30 16:00:00,0.6091886583915418,0.6701929271221161,9358.781,2017-11-30 ,271
2017-11-30 17:00:00,0.6224107876703544,0.6797826588153839,9354.908833333331,2017-11-30 ,272
2017-11-30 18:00:00,0.6209722869254235,0.6736515760421753,9666.797166666667,2017-11-30 ,273
2017-11-30 19:00:00,0.6013451435926386,0.6499548554420471,9806.628,2017-11-30 ,274
2017-11-30 20:00:00,0.6004245023768017,0.6635687351226807,9652.874833333331,2017-11-30 ,275
2017-11-30 21:00:00,0.6424188880544672,0.7108869552612305,9620.185666666666,2017-11-30 ,276
2017-11-30 22:00:00,0.6401979648193437,0.7183818221092224,9840.767499999998,2017-11-30 ,277
2017-11-30 23:00:00,0.6337704063092576,0.6983445584774017,10019.557666666668,2017-11-30 ,278
2017-12-01 01:00:00,0.6399085513983626,0.7029199004173279,9812.996333333334,2017-12-01 ,279
2017-12-01 02:00:00,0.6691627296080603,0.7627051472663879,9745.259833333335,2017-12-01 ,280
2017-12-01 03:00:00,0.6516251747391867,0.7168788313865662,9759.505762711864,2017-12-01 ,281
