date,open,close,volume
2018-01-18 22,11575.0,11298.72,11382272.54783
2018-01-18 23,11298.71,11255.08,10545156.981968002
2018-01-19 00,11255.08,11524.75,6434811.666388799
2018-01-19 01,11527.43,11478.95,7072053.102770598
2018-01-19 02,11493.04,11148.0,8162699.063747601
2018-01-19 03,11180.9,11163.43,4238751.370068999
2018-01-19 04,11159.88,11476.54,6281709.337004002
2018-01-19 05,11476.54,11415.0,5311764.567767201
2018-01-19 06,11415.0,11590.0,5192655.125883837
2018-01-19 07,11553.21,11459.03,6048266.488169
2018-01-19 08,11459.03,11760.38,11829087.224226099
2018-01-19 09,11810.67,11729.17,4490617.6473479
2018-01-19 10,11729.17,11900.0,5681374.2471263
2018-01-19 11,11899.99,11800.0,3477130.8338341
2018-01-19 12,11821.18,11915.9,6959070.5145230405
2018-01-19 13,11926.91,11787.33,6624889.681542997
2018-01-19 14,11760.0,11502.47,8778692.948068
2018-01-19 15,11502.47,11565.0,5267561.989711098
2018-01-19 16,11573.19,11687.28,4528125.8762938995
2018-01-19 17,11671.4,11288.22,12046977.570279302
2018-01-19 18,11288.25,11271.33,12845660.210485596
2018-01-19 19,11281.27,11278.01,5350062.31696
2018-01-19 20,11300.0,11430.0,4263033.8517603
2018-01-19 21,11430.0,11384.66,4153190.0497114505
2018-01-19 22,11384.66,11257.47,2797901.9161859993
2018-01-19 23,11309.36,11552.0,4019332.9776112493
2018-01-20 00,11564.4,11627.67,2508438.74758938
2018-01-20 01,11629.25,11745.0,5576353.077862499
2018-01-20 02,11745.0,11729.16,3297118.8453569
2018-01-20 03,11729.16,11789.86,3109045.4632475013
2018-01-20 04,11786.97,12343.0,10648272.575845819
2018-01-20 05,12340.0,12675.18,18882248.395009298
2018-01-20 06,12699.9,12423.06,7486164.842526896
2018-01-20 07,12429.92,12613.1,5134582.4910134
2018-01-20 08,12613.1,12753.68,6563877.194792301
2018-01-20 09,12750.0,12546.59,5144070.9000550695
2018-01-20 10,12569.96,12598.6,3604268.5947179897
2018-01-20 11,12624.19,12403.3,4061279.642232211
2018-01-20 12,12405.99,12543.95,4052840.473089101
2018-01-20 13,12544.89,12485.17,5044239.0397264
2018-01-20 14,12500.0,12647.01,3772502.207028525
2018-01-20 15,12649.39,12570.96,3078955.488068539
2018-01-20 16,12570.97,12856.06,5611676.243842
2018-01-20 17,12856.07,12837.53,5553484.241756279
2018-01-20 18,12862.93,12973.64,5675019.179063801
2018-01-20 19,12968.99,12775.26,4867519.123174698
2018-01-20 20,12796.69,12778.69,2857826.890609011
2018-01-20 21,12778.69,12934.0,2779525.955421308
2018-01-20 22,12934.98,12863.29,4384187.50695149
2018-01-20 23,12842.32,12766.19,5124334.444188211
2018-01-21 00,12787.28,12424.14,5962797.2280695485
2018-01-21 01,12428.96,12511.88,2983503.285024429
2018-01-21 02,12530.66,12569.06,3629271.876520729
2018-01-21 03,12585.33,12480.0,6386144.825075891
2018-01-21 04,12499.05,12246.01,4225689.931415142
2018-01-21 05,12246.01,12134.17,6954199.511831049
2018-01-21 06,12131.0,11969.12,5092854.418927821
2018-01-21 07,11969.12,11950.01,9392383.623349996
2018-01-21 08,11969.84,11929.98,5329724.8111542
2018-01-21 09,11917.72,11796.65,8857708.694302103
2018-01-21 10,11772.37,11797.49,3828024.5649585016
2018-01-21 11,11822.52,12180.0,7264233.6230698
2018-01-21 12,12179.99,12000.0,3269890.4370978307
2018-01-21 13,12012.14,12099.03,3147046.9223767
2018-01-21 14,12095.99,11765.0,6649221.504341519
2018-01-21 15,11783.94,11520.47,5883050.1155772
2018-01-21 16,11519.54,11273.52,11533644.036262002
2018-01-21 17,11285.0,11471.87,7501854.4987916
2018-01-21 18,11471.96,11490.42,6933766.0820929995
2018-01-21 19,11501.24,11499.6,4514640.579334801
2018-01-21 20,11502.07,11200.0,6413279.325765071
2018-01-21 21,11200.0,11400.0,4635318.8409782
2018-01-21 22,11402.21,11244.98,3365495.5739678205
2018-01-21 23,11244.21,11550.01,3568534.702161808
2018-01-22 00,11564.5,11650.0,4768375.895828299
2018-01-22 01,11650.0,11450.32,2756463.369099299
2018-01-22 02,11449.26,11533.78,3682790.0952756996
2018-01-22 03,11559.26,11535.0,1798994.3952196492
2018-01-22 04,11534.99,11615.33,3970852.3343345015
2018-01-22 05,11654.87,11500.44,3512996.4430307993
2018-01-22 06,11500.44,11608.73,2414509.59540287
2018-01-22 07,11628.56,11750.51,4253515.5965589
2018-01-22 08,11744.29,11725.28,6264301.025344303
2018-01-22 09,11703.76,11720.0,11063778.575611798
2018-01-22 10,11710.01,11726.31,4099214.8637748603
2018-01-22 11,11754.78,11299.65,6007957.26097225
2018-01-22 12,11299.57,11330.02,7145349.706832602
2018-01-22 13,11330.03,10600.0,26460741.124637
2018-01-22 14,10600.0,10695.54,12806767.327672
2018-01-22 15,10695.52,10516.91,12746033.439976001
2018-01-22 16,10521.87,10612.36,10231253.675327
2018-01-22 17,10601.45,10629.06,3530833.2354606986
2018-01-22 18,10624.86,10465.01,5619677.000311399
2018-01-22 19,10465.01,10625.0,8247816.401773097
2018-01-22 20,10617.88,10400.0,13475415.509031998
2018-01-22 21,10400.0,10335.51,13348624.075972999
2018-01-22 22,10340.68,10689.99,9945267.990254704
2018-01-22 23,10652.96,10810.0,7795042.866244302
2018-01-23 00,10812.0,10848.9,6753398.617069001
2018-01-23 01,10848.9,10746.24,5582463.904190918
2018-01-23 02,10740.92,10781.59,2270589.497994249
2018-01-23 03,10788.51,10899.73,3018438.2889798405
2018-01-23 04,10906.06,10606.87,3508705.4677846795
2018-01-23 05,10606.86,10408.45,18549934.7598896
2018-01-23 06,10423.2,10397.64,3992774.71252076
2018-01-23 07,10375.38,10330.6,4806510.3333192
2018-01-23 08,10336.89,10749.26,9861340.882492801
2018-01-23 09,10749.99,10524.49,6263742.9354157
2018-01-23 10,10527.34,10415.06,13369840.8496511
2018-01-23 11,10415.06,10100.13,13122653.748593004
2018-01-23 12,10100.13,10252.0,8785723.109354898
2018-01-23 13,10275.0,10304.03,6436477.323206401
2018-01-23 14,10304.0,10448.0,6520333.736757001
2018-01-23 15,10448.0,10786.6,9547001.389967004
2018-01-23 16,10786.58,11300.02,17980016.2067179
2018-01-23 17,11300.02,11182.86,9907082.104081998
2018-01-23 18,11182.75,11205.0,6104394.906895101
2018-01-23 19,11239.25,11040.0,7252045.363315401
2018-01-23 20,11040.0,11122.32,6173951.4692140035
2018-01-23 21,11141.5,11021.44,3534896.637809299
2018-01-23 22,11019.53,11084.09,5807044.863503728
2018-01-23 23,11083.95,10888.33,5244539.956135598
2018-01-24 00,10882.19,10629.6,8084109.98870755
2018-01-24 01,10648.05,10629.99,3461932.324586479
2018-01-24 02,10629.17,10764.27,2917307.2609706703
2018-01-24 03,10752.06,10803.87,3160484.5765188495
2018-01-24 04,10820.1,10691.61,5236640.717083529
2018-01-24 05,10688.38,10627.61,1840119.28224489
2018-01-24 06,10653.86,10979.9,4106244.35190029
2018-01-24 07,10967.75,10929.49,3930592.7342923996
2018-01-24 08,10928.19,10869.29,4057772.1461823597
2018-01-24 09,10874.86,11106.49,8055310.9610886695
2018-01-24 10,11106.48,10998.94,6600980.4343693
2018-01-24 11,10987.99,11089.48,6275644.112189499
2018-01-24 12,11089.38,11295.33,14459505.805846397
2018-01-24 13,11312.11,11338.71,4971154.5043961
2018-01-24 14,11334.98,11320.99,7073837.6611442
2018-01-24 15,11308.69,11088.71,6032404.7810573
2018-01-24 16,11083.73,11047.0,5200434.576057201
2018-01-24 17,11047.0,11111.0,3705610.402095442
2018-01-24 18,11111.01,11013.11,5144209.235879231
2018-01-24 19,11013.29,11241.85,4230617.323337778
2018-01-24 20,11236.88,11154.19,4189326.156443479
2018-01-24 21,11154.19,11204.55,3377738.381734999
2018-01-24 22,11204.55,11113.67,2257681.4309504437
2018-01-24 23,11113.67,11360.02,10458365.28243847
2018-01-25 00,11360.02,11309.57,2286579.621726029
2018-01-25 01,11309.16,11417.03,7392560.990484702
2018-01-25 02,11411.0,11574.74,12770126.6579124
2018-01-25 03,11575.37,11610.77,4171237.3743769
2018-01-25 04,11628.03,11450.04,4359174.36743171
2018-01-25 05,11450.04,11550.0,2647713.0082676406
2018-01-25 06,11550.0,11490.0,3332543.4244137993
2018-01-25 07,11490.0,11442.47,3846107.8112647603
2018-01-25 08,11442.99,11257.45,6449670.40889037
2018-01-25 09,11252.6,11333.02,3512807.8385646003
2018-01-25 10,11333.02,11317.0,3176836.104949182
2018-01-25 11,11337.99,11174.3,4029155.76098083
2018-01-25 12,11174.3,11086.67,9687345.029745204
2018-01-25 13,11086.67,11208.95,5431178.400084199
2018-01-25 14,11208.95,11193.17,4021054.354137899
2018-01-25 15,11193.17,11006.05,10580193.4950739
2018-01-25 16,11002.05,10952.12,4999718.8262295015
2018-01-25 17,10984.8,11100.0,4139371.895148949
2018-01-25 18,11100.05,11289.0,3680348.593448999
2018-01-25 19,11288.99,11232.44,2861298.3173001404
2018-01-25 20,11224.52,11255.0,4793959.9809117
2018-01-25 21,11255.0,11246.43,3210910.796691984
2018-01-25 22,11259.95,11150.14,2090703.037042019
2018-01-25 23,11159.92,11139.99,1862044.420137214
2018-01-26 00,11127.74,11370.2,8996154.3259535
2018-01-26 01,11369.47,11361.88,1916510.2037041697
2018-01-26 02,11361.88,11585.53,7511054.982291997
2018-01-26 03,11588.43,11560.0,2837806.0832247254
2018-01-26 04,11532.94,11465.0,3562668.713629857
2018-01-26 05,11465.0,11360.62,1701384.3972675498
2018-01-26 06,11382.84,11344.03,3408119.5193415293
2018-01-26 07,11351.99,11053.1,7592543.456926
2018-01-26 08,11053.05,10743.0,22253581.723966
2018-01-26 09,10739.99,10430.0,22919267.960074496
2018-01-26 10,10430.0,10513.59,9285087.324443001
2018-01-26 11,10513.59,10510.01,6689065.226686
2018-01-26 12,10510.01,10620.0,5561755.3777976
2018-01-26 13,10611.2,10571.47,10135884.190141799
2018-01-26 14,10575.91,10825.78,5549356.0662365
2018-01-26 15,10800.16,11163.0,12227860.899773698
2018-01-26 16,11145.18,11088.86,10697945.323809603
2018-01-26 17,11088.85,11179.32,4426842.167719799
2018-01-26 18,11179.33,11012.18,2494306.50927554
2018-01-26 19,11035.64,10941.0,3877183.7595829493
2018-01-26 20,10955.24,10999.94,1963718.2025245589
2018-01-26 21,10999.93,10908.35,2580643.354731993
2018-01-26 22,10908.32,10785.0,1961525.9762048598
2018-01-26 23,10782.78,11093.82,3841767.8096488123
2018-01-27 00,11096.01,11074.31,2929855.2752927584
2018-01-27 01,11084.71,10956.88,1800139.1690199967
2018-01-27 02,10956.31,11179.88,5521723.908186329
2018-01-27 03,11143.78,11031.34,3823382.4803956295
2018-01-27 04,11031.34,11041.52,2092840.86209449
2018-01-27 05,11069.84,11254.97,5750300.60257629
2018-01-27 06,11252.44,11299.26,5956280.7783078095
2018-01-27 07,11292.5,11214.1,2804331.9460659698
2018-01-27 08,11213.93,11182.05,3478149.3546854807
2018-01-27 09,11174.99,11275.99,4410652.532985607
2018-01-27 10,11275.99,11200.11,2950429.2515772004
2018-01-27 11,11200.11,10905.17,8550990.697898101
2018-01-27 12,10905.17,10966.99,4670836.925371639
2018-01-27 13,10966.99,11004.33,1664338.1610286997
2018-01-27 14,11029.99,10998.54,3767861.5757395416
2018-01-27 15,10998.54,11465.03,12393903.24743588
2018-01-27 16,11460.0,11555.0,8326754.320302949
2018-01-27 17,11555.0,11471.74,7362600.734101403
2018-01-27 18,11452.04,11430.1,2768670.2839038144
2018-01-27 19,11438.68,11519.96,2808148.0471372423
2018-01-27 20,11520.0,11502.8,8757410.273540298
2018-01-27 21,11500.37,11551.48,8175449.9645523
2018-01-27 22,11551.48,11497.75,2784491.229279938
2018-01-27 23,11469.08,11449.9,2863875.52829898
2018-01-28 00,11449.74,11490.68,3339708.4163959404
2018-01-28 01,11490.68,11448.97,2399042.7022946
2018-01-28 02,11448.97,11429.49,3694151.5960267195
2018-01-28 03,11428.97,11501.15,2292799.60451107
2018-01-28 04,11473.21,11750.0,7112415.60218141
2018-01-28 05,11740.02,11786.37,8132754.141945501
2018-01-28 06,11786.4,11970.0,7083428.729837
2018-01-28 07,11970.0,11817.69,5833990.5461279005
2018-01-28 08,11817.69,11821.61,4174546.2783235386
2018-01-28 09,11825.0,11800.48,4644449.51894578
2018-01-28 10,11810.0,11710.0,9753119.035587125
2018-01-28 11,11709.99,11800.0,4590662.17117487
2018-01-28 12,11800.0,11532.1,9117327.276128903
2018-01-28 13,11532.1,11679.9,4991293.609200999
2018-01-28 14,11679.9,11610.92,5482101.400778299
2018-01-28 15,11610.91,11591.66,5716033.694671811
2018-01-28 16,11591.96,11645.1,3330634.3569236156
2018-01-28 17,11649.41,11655.0,3826248.2263311087
2018-01-28 18,11634.13,11570.84,3079130.93324561
2018-01-28 19,11570.84,11750.0,3678574.3350307
2018-01-28 20,11750.0,11720.01,4956033.758158539
2018-01-28 21,11729.97,11794.6,3337542.5309042004
2018-01-28 22,11775.5,11721.74,1288665.0617324398
2018-01-28 23,11721.74,11665.66,4693233.73901874
2018-01-29 00,11665.66,11739.89,5140227.398976761
2018-01-29 01,11734.9,11383.52,9386937.814404923
2018-01-29 02,11383.99,11425.29,5713391.68250754
2018-01-29 03,11416.72,11435.32,3277170.210751551
2018-01-29 04,11449.24,11469.99,4055586.979450819
2018-01-29 05,11469.99,11456.56,1576673.8735374885
2018-01-29 06,11456.56,11296.1,7234429.874379191
2018-01-29 07,11296.08,11212.99,5177580.086513677
2018-01-29 08,11213.0,11271.0,10210959.694619961
2018-01-29 09,11271.1,11277.99,2846488.419452961
2018-01-29 10,11277.99,11283.36,3012296.3715834403
2018-01-29 11,11283.36,11180.0,9440776.4482829
2018-01-29 12,11150.18,11105.11,3259809.280411101
2018-01-29 13,11070.89,11219.0,4577044.66555974
2018-01-29 14,11219.0,11211.0,5988978.945465999
2018-01-29 15,11220.07,11281.99,3356228.5314009003
2018-01-29 16,11281.99,11245.19,4922265.616726968
2018-01-29 17,11245.19,11229.49,2766113.67425112
2018-01-29 18,11224.08,11231.48,3380651.043369379
2018-01-29 19,11231.48,11120.11,3111126.0085997507
2018-01-29 20,11136.99,11175.0,2642351.2301813886
2018-01-29 21,11175.01,11213.54,2713149.3804651108
2018-01-29 22,11212.99,11065.84,5919421.573229579
2018-01-29 23,11065.43,11172.64,3133841.1950973477
2018-01-30 00,11172.64,11177.54,3124033.722942386
2018-01-30 01,11178.28,10926.17,7253172.048687821
2018-01-30 02,10897.26,10939.99,2700923.1504197596
2018-01-30 03,10923.87,10924.39,8564962.9894474
2018-01-30 04,10924.39,10935.0,3516071.1054012505
2018-01-30 05,10938.48,10960.23,2970366.553571276
2018-01-30 06,10981.0,10904.92,874614.4924998932
2018-01-30 07,10900.1,11003.0,1371705.62226183
2018-01-30 08,11015.0,11030.1,1872784.3132168022
2018-01-30 09,11030.12,10870.77,10204640.077060461
2018-01-30 10,10852.27,10858.12,5203367.660425197
2018-01-30 11,10858.13,10925.36,9604140.205482904
2018-01-30 12,10925.36,10890.0,4953403.299266401
2018-01-30 13,10890.0,10429.45,23673312.016234
2018-01-30 14,10423.02,10526.65,15774678.927169396
2018-01-30 15,10527.72,10325.47,13937802.214022502
2018-01-30 16,10312.99,10370.0,7963351.579744798
2018-01-30 17,10370.0,10131.29,8172899.845598999
2018-01-30 18,10108.28,9975.56,30406435.292986993
2018-01-30 19,9970.0,10174.42,21278117.948551
2018-01-30 20,10196.71,9927.54,8175215.434522999
2018-01-30 21,9919.8,10118.23,8877368.3761948
2018-01-30 22,10108.73,10067.93,10859991.117546603
2018-01-30 23,10060.0,9985.4,7778890.2763727
2018-01-31 00,9985.4,9618.98,10814906.956067702
2018-01-31 01,9613.97,9744.08,12819990.329294
2018-01-31 02,9744.08,9969.52,6614534.141369801
2018-01-31 03,9969.0,9851.35,5803475.513645
2018-01-31 04,9815.8,9815.0,4138399.69892147
2018-01-31 05,9814.89,9871.61,5620999.866991201
2018-01-31 06,9889.35,9989.08,4134495.4046351
2018-01-31 07,9985.0,10166.2,6329918.129327549
2018-01-31 08,10166.23,10134.17,4212241.168500402
2018-01-31 09,10134.17,10102.02,4777860.074711381
2018-01-31 10,10119.01,10117.8,2089151.3758526135
2018-01-31 11,10117.8,10214.0,5300230.81347144
2018-01-31 12,10227.99,10271.12,4526898.1335008
2018-01-31 13,10280.51,10078.99,4816749.9113699
2018-01-31 14,10078.87,9914.82,6513437.253978098
2018-01-31 15,9919.99,9938.28,3909737.9014021005
2018-01-31 16,9935.79,9997.13,6863324.701226
2018-01-31 17,9982.71,9969.18,5863586.611356931
2018-01-31 18,9986.71,9947.2,2468510.6480020797
2018-01-31 19,9947.09,9994.28,3900037.0118392045
2018-01-31 20,9994.18,10043.74,4030006.8976643006
2018-01-31 21,10043.74,9966.99,2501972.903907
2018-01-31 22,9966.99,10044.32,2992749.3127370905
2018-01-31 23,10044.15,10132.99,5660449.9680420505
2018-02-01 00,10132.99,10116.01,5747131.20038472
2018-02-01 01,10119.04,10106.36,2625047.3876831196
2018-02-01 02,10106.36,10096.0,1836485.8194042344
2018-02-01 03,10100.96,9926.96,3230715.308096802
2018-02-01 04,9922.0,10109.93,4112294.571391869
2018-02-01 05,10109.93,10144.38,2309630.2570001804
2018-02-01 06,10118.03,10077.74,3385077.919256867
2018-02-01 07,10054.7,10011.44,3892949.651520951
2018-02-01 08,10013.37,9843.37,9120771.646067599
2018-02-01 09,9860.76,9511.98,11726765.821211603
2018-02-01 10,9513.06,9385.53,20454205.112458
2018-02-01 11,9400.0,9454.32,7135780.472258002
2018-02-01 12,9454.32,9287.75,13807438.4697157
2018-02-01 13,9287.75,9198.98,18929684.068569
2018-02-01 14,9198.99,9268.0,10991225.709442
2018-02-01 15,9268.0,9192.35,9950035.8803229
2018-02-01 16,9201.0,8894.31,21024179.383771002
2018-02-01 17,8894.34,8960.16,12322304.803138996
2018-02-01 18,8956.84,8931.06,12061167.251618998
2018-02-01 19,8929.9,8693.63,15860914.626034
2018-02-01 20,8693.63,9076.52,31895989.304964997
2018-02-01 21,9075.47,9057.2,8965313.861569203
2018-02-01 22,9054.0,8881.8,6421694.9104636
2018-02-01 23,8881.8,8978.0,5282000.43445981
2018-02-02 00,8999.99,8666.99,16031239.218625996
2018-02-02 01,8688.14,8654.41,10996879.3303642
2018-02-02 02,8654.41,8848.06,5428837.830848
2018-02-02 03,8850.0,8666.27,8918804.596395299
2018-02-02 04,8665.99,8630.0,8413427.267192103
2018-02-02 05,8630.0,8593.13,10249949.167746002
2018-02-02 06,8593.12,8588.58,15731243.067409005
2018-02-02 07,8588.58,8410.3,9504779.388845
2018-02-02 08,8412.38,8232.14,11335126.786050005
2018-02-02 09,8232.15,8252.72,26214890.895010002
2018-02-02 10,8252.72,8120.02,22348854.839522004
2018-02-02 11,8133.31,8007.82,27008707.036680993
2018-02-02 12,8020.1,8213.98,53464876.612380005
2018-02-02 13,8218.64,8752.08,37278582.98126899
2018-02-02 14,8750.0,8630.74,24716660.146501005
2018-02-02 15,8617.18,9028.9,10415445.552581001
2018-02-02 16,9028.9,9015.28,13823789.312669003
2018-02-02 17,9009.35,8714.98,12112763.398580004
2018-02-02 18,8710.0,8500.0,12164199.494124098
2018-02-02 19,8500.0,8587.87,10201593.878133003
2018-02-02 20,8587.9,8515.18,5500569.3622317
2018-02-02 21,8539.05,8549.97,4176168.5755020003
2018-02-02 22,8549.96,8784.29,12046531.836798904
2018-02-02 23,8789.99,8849.99,5405172.095261099
2018-02-03 00,8861.9,8741.91,3948710.3742819005
2018-02-03 01,8741.9,8627.36,5867540.015541802
2018-02-03 02,8618.0,8422.0,2090745.410758478
2018-02-03 03,8421.0,8274.38,10967768.373484598
2018-02-03 04,8274.38,8414.0,5521759.344849281
2018-02-03 05,8409.17,8430.01,3355210.2258629394
2018-02-03 06,8426.11,8665.52,6802689.8851788
2018-02-03 07,8665.29,8640.94,3603989.1519988985
2018-02-03 08,8639.0,8944.99,9635651.611860221
2018-02-03 09,8944.99,8850.34,4427038.856521401
2018-02-03 10,8850.0,8725.61,3495696.842968601
2018-02-03 11,8722.06,9036.1,8256920.005233901
2018-02-03 12,9042.62,9000.01,6707043.462349899
2018-02-03 13,9000.0,9206.69,13286841.04166086
2018-02-03 14,9206.68,9388.04,11671892.728320394
2018-02-03 15,9388.22,9217.98,7145180.5941552995
2018-02-03 16,9217.99,9280.26,6366966.90726763
2018-02-03 17,9280.89,9179.0,3631292.1172250686
2018-02-03 18,9179.0,9384.82,4208497.75971825
2018-02-03 19,9364.58,9320.0,3474890.1906997
2018-02-03 20,9320.0,9262.18,7658729.457035262
2018-02-03 21,9262.18,9133.05,5019927.674184688
2018-02-03 22,9133.05,9098.6,3835501.7011527
2018-02-03 23,9091.0,9172.55,3664322.7299159043
2018-02-04 00,9152.65,9084.4,3545716.705436856
2018-02-04 01,9083.98,8976.54,3428157.519745925
2018-02-04 02,8973.55,9044.42,2673633.38332341
2018-02-04 03,9052.16,9194.54,2385055.5210567093
2018-02-04 04,9194.53,9031.93,4370905.650477701
2018-02-04 05,9059.79,9257.14,2650454.93705305
2018-02-04 06,9257.17,9219.9,3707681.0469200285
2018-02-04 07,9219.89,9187.98,1964427.92824253
2018-02-04 08,9181.47,9055.81,2409405.3408345794
2018-02-04 09,9055.81,8815.0,9119809.734725801
2018-02-04 10,8814.99,8762.51,7784954.580743004
2018-02-04 11,8760.0,8613.77,5771986.8426785
2018-02-04 12,8613.77,8670.44,12773210.647612995
2018-02-04 13,8670.44,8693.16,4869888.149204101
2018-02-04 14,8703.99,8619.99,4420428.2608977
2018-02-04 15,8619.99,8380.0,11059854.2662325
2018-02-04 16,8400.0,8459.9,9196908.607153999
2018-02-04 17,8452.81,8479.13,5970387.316643822
2018-02-04 18,8479.13,8266.24,5156172.036866512
2018-02-04 19,8284.11,8187.83,8976468.066690195
2018-02-04 20,8185.72,8126.24,29180088.268534005
2018-02-04 21,8115.98,8070.0,9005950.087962199
2018-02-04 22,8070.0,8399.9,5830375.779304708
2018-02-04 23,8395.7,8189.67,5816192.896539699
2018-02-05 00,8197.52,8185.67,2896832.073316761
2018-02-05 01,8183.86,8076.22,10697647.372482002
2018-02-05 02,8076.12,8027.72,6483819.388998499
2018-02-05 03,8027.72,8114.0,4473257.13306315
2018-02-05 04,8088.39,8254.07,5275437.090267099
2018-02-05 05,8287.53,8170.0,3077203.14236376
2018-02-05 06,8169.87,8069.57,5770106.453570597
2018-02-05 07,8055.74,7997.33,7702237.5679669995
2018-02-05 08,7997.37,7750.0,13320000.569076002
2018-02-05 09,7750.0,7867.85,11151372.67879
2018-02-05 10,7855.13,7665.78,13695420.114640001
2018-02-05 11,7665.29,7559.09,15166882.226141
2018-02-05 12,7559.09,7726.93,15555723.4752781
2018-02-05 13,7714.36,7610.64,11236068.100291802
2018-02-05 14,7610.23,7310.08,31144045.716477
2018-02-05 15,7310.08,7384.05,21226982.489209007
2018-02-05 16,7390.0,7245.88,7662134.783368001
2018-02-05 17,7245.88,7024.0,13297274.192433499
2018-02-05 18,7022.5,6924.45,27724631.898179997
2018-02-05 19,6932.98,6601.47,29846631.507570993
2018-02-05 20,6601.47,7183.74,43437919.75122201
2018-02-05 21,7183.74,7139.73,19486971.821056
2018-02-05 22,7139.7,6785.0,10525099.989065403
2018-02-05 23,6785.0,6915.0,11438083.098392008
2018-02-06 00,6929.32,6922.24,13044308.356394
2018-02-06 01,6910.79,6475.0,22056538.788331
2018-02-06 02,6475.0,6345.18,14314084.167737996
2018-02-06 03,6350.19,6333.4,21307762.769419007
2018-02-06 04,6333.41,6122.44,14874977.8648852
2018-02-06 05,6130.68,6421.35,27476091.825423
2018-02-06 06,6413.2,6231.02,16472296.277087994
2018-02-06 07,6231.02,6010.33,17850155.958504003
2018-02-06 08,5995.28,6082.31,17241169.264039997
2018-02-06 09,6082.79,6687.05,29944070.194741003
2018-02-06 10,6642.99,6510.0,23221534.563593004
2018-02-06 11,6509.98,6477.58,12534476.9330479
2018-02-06 12,6477.58,6738.0,14027361.770435002
2018-02-06 13,6738.0,7185.67,26545210.765869997
2018-02-06 14,7193.77,7155.55,25194240.821649004
2018-02-06 15,7151.21,7337.14,22837864.892408002
2018-02-06 16,7337.14,7118.57,14803197.088700004
2018-02-06 17,7118.54,7050.0,14652717.467500001
2018-02-06 18,7050.0,7189.99,7839099.410937001
2018-02-06 19,7189.99,7534.72,19128701.793409
2018-02-06 20,7534.7,7617.99,38057595.584599994
2018-02-06 21,7617.98,7824.19,50770160.871762
2018-02-06 22,7845.01,7660.0,11653268.308922993
2018-02-06 23,7660.1,7714.7,11498848.655347
2018-02-07 00,7729.35,7586.92,18337170.292672098
2018-02-07 01,7582.97,7624.49,8097242.308514298
2018-02-07 02,7648.84,7366.0,11421828.269856198
2018-02-07 03,7379.97,7274.54,7608955.130840704
2018-02-07 04,7290.3,7488.6,5234328.491975288
2018-02-07 05,7498.53,7479.73,5514412.417091598
2018-02-07 06,7456.47,7532.53,3940153.5803016997
2018-02-07 07,7511.53,7750.56,5739572.481311418
2018-02-07 08,7740.0,7708.64,6150152.731908
2018-02-07 09,7708.62,8003.8,11432040.470593
2018-02-07 10,8003.9,8247.26,12600134.329092994
2018-02-07 11,8247.27,8250.0,17689119.218813
2018-02-07 12,8250.0,8432.11,10478644.063576002
2018-02-07 13,8417.87,8359.71,24203551.702378005
2018-02-07 14,8359.71,8300.0,19292041.201118
2018-02-07 15,8300.0,8179.76,11877963.243327998
2018-02-07 16,8170.38,8015.22,14782832.3409048
2018-02-07 17,8029.96,8342.4,11747224.952789798
2018-02-07 18,8335.27,8232.14,8952707.6813121
2018-02-07 19,8240.0,8151.6,11099948.060909599
2018-02-07 20,8147.48,8143.96,8046753.098110997
2018-02-07 21,8159.31,8082.42,4503103.58508916
2018-02-07 22,8075.48,7810.0,8771931.458670499
2018-02-07 23,7822.98,7600.0,13251633.796527803
2018-02-08 00,7587.2,7698.73,9332707.532389447
2018-02-08 01,7692.8,7904.32,5581257.417936299
2018-02-08 02,7904.28,8059.33,7050679.920091399
2018-02-08 03,8061.19,7958.39,3820879.571735001
2018-02-08 04,7958.39,8162.08,3862248.0675177304
2018-02-08 05,8161.42,7996.56,2716600.0259390217
2018-02-08 06,7997.99,8014.98,6092781.566928699
2018-02-08 07,8003.99,8293.15,6552883.246259859
2018-02-08 08,8291.82,8215.65,4951513.2546343
2018-02-08 09,8222.45,8326.67,7040587.37599935
2018-02-08 10,8324.87,8547.28,16902779.485455
2018-02-08 11,8540.91,8460.74,6700819.764367799
2018-02-08 12,8459.3,8590.97,9516027.5752701
2018-02-08 13,8590.97,8411.34,7284156.11290116
2018-02-08 14,8410.0,8406.12,8937354.200758703
2018-02-08 15,8420.04,8253.09,6627353.964936801
2018-02-08 16,8253.0,8260.82,13816392.43552911
2018-02-08 17,8260.77,8192.53,9178798.005708998
2018-02-08 18,8181.91,8223.36,13658925.171343202
2018-02-08 19,8223.14,8400.0,10685290.3957015
2018-02-08 20,8385.02,8294.66,4342360.298667241
2018-02-08 21,8283.87,8150.0,13261312.815570898
2018-02-08 22,8150.04,8208.16,5701165.153335291
2018-02-08 23,8224.49,8254.17,3436108.49615275
2018-02-09 00,8254.62,7912.53,14399295.434165513
2018-02-09 01,7912.01,8028.99,11500720.1429216
2018-02-09 02,8032.54,8112.39,6074139.977703302
2018-02-09 03,8120.74,8054.99,5287477.457640501
2018-02-09 04,8054.96,7889.45,4478824.3528219
2018-02-09 05,7889.22,7894.9,6900380.960799398
2018-02-09 06,7894.89,7971.47,3746530.15091845
2018-02-09 07,7971.48,7998.95,4548522.97107716
2018-02-09 08,8001.99,8072.01,4857620.78760535
2018-02-09 09,8087.93,8287.02,7580784.3418272
